StartTime: 2018-11-15 20:11:00.594
Time(s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
1795.061	9.0637	3.4607	-1.7303	0.0000 
1795.061	9.1736	3.3838	-1.4996	0.0000 
1795.081	9.2615	3.2190	-1.2030	0.0000 
1795.105	9.2340	2.9608	-0.8569	0.0000 
1795.113	9.1846	2.7576	-0.5383	0.0000 
1795.133	9.1187	2.6367	-0.2911	0.0000 
1795.153	9.0198	2.6202	-0.1648	0.0000 
1795.173	8.8879	2.6642	-0.1263	0.0000 
1795.193	8.7451	2.6971	-0.0494	0.0000 
1795.279	8.5858	2.7026	0.0769	0.0000 
1795.285	8.4320	2.7191	0.2032	0.0000 
1795.285	8.3002	2.7466	0.3406	0.0000 
1795.285	8.1683	2.7905	0.4614	0.0000 
1795.293	8.0420	2.8619	0.5164	0.0000 
1795.312	7.9156	2.9553	0.4834	0.0000 
1795.333	7.8003	3.0762	0.3625	0.0000 
1795.356	7.7069	3.2135	0.2197	0.0000 
1795.378	7.6740	3.3508	0.0604	0.0000 
1795.454	7.6575	3.4717	-0.1099	0.0000 
1795.465	7.6410	3.5815	-0.3351	0.0000 
1795.465	7.6410	3.6694	-0.5933	0.0000 
1795.465	7.7124	3.7244	-0.8954	0.0000 
1795.472	7.8003	3.7079	-1.2140	0.0000 
1795.491	7.9266	3.6914	-1.5656	0.0000 
1795.511	8.0695	3.7079	-1.9171	0.0000 
1795.531	8.2288	3.7354	-2.1973	0.0000 
1795.556	8.3606	3.7408	-2.4280	0.0000 
1795.573	8.4760	3.7024	-2.6862	0.0000 
1795.596	8.6133	3.6530	-3.0157	0.0000 
1795.686	8.7177	3.5980	-3.4113	0.0000 
1795.692	8.8824	3.5211	-3.7244	0.0000 
1795.692	9.1022	3.4058	-3.8287	0.0000 
1795.692	9.2010	3.2190	-3.8397	0.0000 
1795.692	9.1461	3.1311	-3.9716	0.0000 
1795.720	9.0802	3.1860	-4.3176	0.0000 
1795.729	9.0637	3.2629	-4.7021	0.0000 
1795.751	9.0582	3.3289	-5.0372	0.0000 
1795.770	9.0363	3.3783	-5.2130	0.0000 
1795.790	8.9429	3.4167	-5.2240	0.0000 
1795.860	8.8110	3.4882	-5.1691	0.0000 
1795.871	8.6957	3.5925	-5.1141	0.0000 
1795.872	8.6462	3.6749	-5.0647	0.0000 
1795.878	8.5748	3.7244	-5.0427	0.0000 
1795.892	8.4155	3.7573	-5.0262	0.0000 
1795.914	8.2288	3.7793	-4.9658	0.0000 
1795.938	8.0695	3.7793	-4.8010	0.0000 
1795.960	7.9596	3.7793	-4.5648	0.0000 
1795.969	7.8827	3.7903	-4.3121	0.0000 
1795.989	7.8113	3.8177	-4.0814	0.0000 
1796.009	7.6794	3.8617	-3.8562	0.0000 
1796.096	7.5201	3.9441	-3.6420	0.0000 
1796.102	7.4377	4.0704	-3.3893	0.0000 
1796.102	7.4542	4.1583	-3.0212	0.0000 
1796.102	7.5146	4.1748	-2.5873	0.0000 
1796.108	7.6025	4.1968	-2.2302	0.0000 
1796.128	7.6520	4.2352	-1.9391	0.0000 
1796.151	7.6740	4.2792	-1.7084	0.0000 
1796.172	7.7509	4.3011	-1.4886	0.0000 
1796.193	7.8387	4.3011	-1.2415	0.0000 
1796.271	7.9102	4.3066	-1.0437	0.0000 
1796.282	7.9541	4.3286	-0.9119	0.0000 
1796.282	8.0475	4.3011	-0.7635	0.0000 
1796.282	8.1958	4.2188	-0.5328	0.0000 
1796.288	8.3716	4.0485	-0.1703	0.0000 
1796.307	8.4650	3.8452	0.2307	0.0000 
1796.327	8.4375	3.7408	0.5054	0.0000 
1796.347	8.3441	3.7518	0.6262	0.0000 
1796.370	8.2947	3.7958	0.6921	0.0000 
1796.392	8.2562	3.7903	0.7526	0.0000 
1796.414	8.2013	3.7408	0.8075	0.0000 
1796.437	8.0804	3.7244	0.8405	0.0000 
1796.511	7.9047	3.7354	0.8954	0.0000 
1796.522	7.7124	3.7683	0.9943	0.0000 
1796.522	7.5696	3.8397	1.0767	0.0000 
1796.522	7.4982	3.9331	1.1096	0.0000 
1796.528	7.4213	4.0375	1.0876	0.0000 
1796.546	7.3224	4.1748	1.0217	0.0000 
1796.565	7.2290	4.3286	0.9723	0.0000 
1796.587	7.1851	4.4824	0.9888	0.0000 
1796.608	7.2125	4.6033	1.0107	0.0000 
1796.685	7.2675	4.7076	0.9723	0.0000 
1796.696	7.3334	4.8230	0.8624	0.0000 
1796.696	7.3883	4.9219	0.7031	0.0000 
1796.696	7.4377	4.9988	0.5219	0.0000 
1796.705	7.5037	5.0757	0.3241	0.0000 
1796.724	7.6190	5.1581	0.1483	0.0000 
1796.745	7.7673	5.2679	0.0000	0.0000 
1796.765	7.9047	5.3888	-0.1373	0.0000 
1796.785	8.0310	5.4547	-0.3131	0.0000 
1796.804	8.1958	5.4492	-0.5328	0.0000 
1796.828	8.3112	5.3558	-0.7635	0.0000 
1796.918	8.4155	5.1965	-0.9338	0.0000 
1796.924	8.5858	5.0482	-0.9723	0.0000 
1796.924	8.7671	4.9493	-0.9229	0.0000 
1796.924	8.7671	4.8340	-0.8844	0.0000 
1796.924	8.6188	4.7900	-1.0272	0.0000 
1796.952	8.4430	4.8450	-1.4008	0.0000 
1796.973	8.3167	4.9054	-1.7908	0.0000 
1796.986	8.2837	4.9219	-2.0490	0.0000 
1797.003	8.2727	4.8889	-2.1368	0.0000 
1797.023	8.1958	4.8175	-2.0984	0.0000 
1797.093	8.0475	4.7845	-2.0654	0.0000 
1797.103	7.9431	4.8120	-2.1039	0.0000 
1797.104	7.8772	4.8285	-2.1588	0.0000 
1797.110	7.8003	4.8010	-2.2137	0.0000 
1797.126	7.6959	4.7461	-2.2192	0.0000 
1797.147	7.5751	4.6527	-2.0929	0.0000 
1797.170	7.4652	4.5593	-1.8787	0.0000 
1797.191	7.4377	4.4879	-1.6589	0.0000 
1797.213	7.4542	4.4495	-1.4722	0.0000 
1797.223	7.4652	4.4495	-1.3403	0.0000 
1797.242	7.4487	4.4165	-1.1591	0.0000 
1797.325	7.4103	4.3561	-0.9119	0.0000 
1797.332	7.3993	4.3561	-0.6812	0.0000 
1797.332	7.4872	4.3671	-0.4175	0.0000 
1797.332	7.6080	4.3835	-0.1373	0.0000 
1797.342	7.7234	4.4165	0.1099	0.0000 
1797.362	7.8113	4.4604	0.2966	0.0000 
1797.382	7.9047	4.4824	0.4669	0.0000 
1797.402	8.0365	4.4550	0.7196	0.0000 
1797.423	8.2892	4.3726	1.0547	0.0000 
1797.499	8.6243	4.2407	1.4722	0.0000 
1797.510	8.9374	4.0704	1.8567	0.0000 
1797.510	9.1681	3.9606	2.1149	0.0000 
1797.510	9.2834	4.0045	2.1808	0.0000 
1797.527	9.2725	4.0979	2.1643	0.0000 
1797.545	9.2285	4.1034	2.2632	0.0000 
1797.560	9.2065	4.0320	2.5543	0.0000 
1797.581	9.1846	3.9496	2.9059	0.0000 
1797.604	9.1516	3.8782	3.1860	0.0000 
1797.627	9.0857	3.8013	3.3783	0.0000 
1797.647	8.9594	3.7244	3.4882	0.0000 
1797.727	8.7891	3.6475	3.5596	0.0000 
1797.738	8.5858	3.5706	3.5980	0.0000 
1797.738	8.3936	3.5266	3.5980	0.0000 
1797.739	8.2178	3.5211	3.5651	0.0000 
1797.745	8.0695	3.5706	3.5101	0.0000 
1797.760	7.9431	3.6475	3.4442	0.0000 
1797.781	7.8278	3.7463	3.3563	0.0000 
1797.804	7.7179	3.8562	3.2629	0.0000 
1797.827	7.6080	3.9441	3.2025	0.0000 
1797.903	7.5092	4.0155	3.1586	0.0000 
1797.914	7.4323	4.0814	3.0762	0.0000 
1797.914	7.3553	4.1254	2.9279	0.0000 
1797.914	7.3059	4.1528	2.7026	0.0000 
1797.920	7.3444	4.1693	2.4060	0.0000 
1797.938	7.4432	4.1858	2.0819	0.0000 
1797.960	7.5861	4.1913	1.7798	0.0000 
1797.982	7.7179	4.1748	1.4941	0.0000 
1798.003	7.8552	4.0759	1.2305	0.0000 
1798.027	8.0695	3.9276	0.9338	0.0000 
1798.037	8.2452	3.7738	0.5054	0.0000 
1798.057	8.3606	3.6035	0.0439	0.0000 
1798.136	8.4760	3.4332	-0.2472	0.0000 
1798.143	8.5803	3.2080	-0.3131	0.0000 
1798.143	8.6023	2.9333	-0.2692	0.0000 
1798.143	8.5638	2.7631	-0.3131	0.0000 
1798.158	8.5144	2.7905	-0.5273	0.0000 
1798.176	8.5144	2.9114	-0.7965	0.0000 
1798.196	8.5529	3.0542	-1.0162	0.0000 
1798.217	8.4924	3.1750	-1.1426	0.0000 
1798.236	8.3386	3.3069	-1.2030	0.0000 
1798.312	8.1738	3.4442	-1.2140	0.0000 
1798.323	8.0310	3.5431	-1.2030	0.0000 
1798.323	7.9266	3.6035	-1.1865	0.0000 
1798.323	7.7893	3.6200	-1.1755	0.0000 
1798.344	7.5916	3.6200	-1.1646	0.0000 
1798.356	7.3828	3.6255	-1.1041	0.0000 
1798.375	7.2345	3.6035	-0.9778	0.0000 
1798.395	7.1246	3.5815	-0.8679	0.0000 
1798.415	7.0148	3.5815	-0.8295	0.0000 
1798.435	6.9214	3.5870	-0.8185	0.0000 
1798.455	6.8445	3.5815	-0.7745	0.0000 
1798.543	6.8005	3.5760	-0.6976	0.0000 
1798.549	6.8225	3.5706	-0.6042	0.0000 
1798.549	6.8719	3.5815	-0.5164	0.0000 
1798.549	6.9434	3.5870	-0.4175	0.0000 
1798.555	6.9928	3.5980	-0.3296	0.0000 
1798.575	6.9983	3.6530	-0.2582	0.0000 
1798.599	7.0203	3.7244	-0.1373	0.0000 
1798.622	7.1301	3.7518	0.1703	0.0000 
1798.644	7.3444	3.7299	0.6097	0.0000 
1798.719	7.5146	3.7079	0.9888	0.0000 
1798.730	7.6794	3.7408	1.2195	0.0000 
1798.730	7.8113	3.9056	1.3019	0.0000 
1798.730	7.8223	4.1199	1.2579	0.0000 
1798.736	7.7728	4.3176	1.1646	0.0000 
1798.754	7.7234	4.4220	1.2305	0.0000 
1798.774	7.7124	4.3945	1.5161	0.0000 
1798.795	7.6959	4.3396	1.7633	0.0000 
1798.816	7.6300	4.2957	1.7798	0.0000 
1798.840	7.4927	4.2737	1.6205	0.0000 
1798.861	7.3279	4.2462	1.4282	0.0000 
1798.880	7.1631	4.1913	1.3239	0.0000 
1798.952	7.0258	4.1309	1.2964	0.0000 
1798.962	6.9159	4.0979	1.2689	0.0000 
1798.963	6.7786	4.1034	1.1865	0.0000 
1798.963	6.6193	4.1528	1.0272	0.0000 
1798.974	6.5259	4.2407	0.8569	0.0000 
1798.993	6.4764	4.3176	0.7196	0.0000 
1799.013	6.4490	4.4055	0.5658	0.0000 
1799.032	6.3721	4.5044	0.3571	0.0000 
1799.052	6.2732	4.6143	0.1208	0.0000 
1799.128	6.1908	4.7076	-0.1373	0.0000 
1799.140	6.1633	4.7736	-0.4230	0.0000 
1799.140	6.1908	4.8230	-0.7635	0.0000 
1799.140	6.2622	4.8834	-1.1536	0.0000 
1799.164	6.3831	4.9603	-1.5436	0.0000 
1799.172	6.5588	5.0317	-1.8567	0.0000 
1799.191	6.7676	5.1196	-2.0984	0.0000 
1799.211	6.9708	5.2240	-2.2577	0.0000 
1799.231	7.1356	5.2570	-2.3895	0.0000 
1799.304	7.3663	5.2350	-2.5378	0.0000 
1799.315	7.5421	5.1691	-2.7191	0.0000 
1799.315	7.6685	5.0702	-2.9004	0.0000 
1799.316	7.7728	4.9933	-3.0212	0.0000 
1799.338	7.8662	4.9274	-3.0432	0.0000 
1799.358	7.8223	4.8505	-3.0652	0.0000 
1799.380	7.7124	4.8395	-3.2245	0.0000 
1799.391	7.6959	4.8889	-3.4662	0.0000 
1799.410	7.7344	4.9054	-3.6475	0.0000 
1799.430	7.7673	4.8834	-3.7518	0.0000 
1799.450	7.7673	4.8615	-3.7628	0.0000 
1799.537	7.6904	4.8669	-3.7299	0.0000 
1799.543	7.5641	4.9219	-3.7134	0.0000 
1799.543	7.4762	4.9988	-3.7354	0.0000 
1799.543	7.3993	5.0592	-3.7848	0.0000 
1799.549	7.3059	5.0812	-3.8562	0.0000 
1799.570	7.1851	5.0592	-3.8617	0.0000 
1799.591	7.0752	4.9878	-3.7408	0.0000 
1799.614	7.0148	4.8999	-3.5266	0.0000 
1799.637	7.0367	4.8340	-3.2849	0.0000 
1799.658	7.0807	4.7681	-3.0597	0.0000 
1799.670	7.1027	4.7076	-2.8564	0.0000 
1799.689	7.1136	4.6692	-2.6422	0.0000 
1799.770	7.1576	4.6252	-2.3236	0.0000 
1799.776	7.2565	4.5593	-1.9336	0.0000 
1799.776	7.4103	4.4989	-1.5601	0.0000 
1799.776	7.5586	4.4659	-1.2689	0.0000 
1799.788	7.6794	4.4769	-1.0767	0.0000 
1799.808	7.8058	4.5154	-0.8789	0.0000 
1799.828	8.0035	4.5044	-0.5438	0.0000 
1799.847	8.3167	4.4440	-0.0110	0.0000 
1799.869	8.6353	4.3671	0.5768	0.0000 
1799.943	8.9044	4.3890	1.0382	0.0000 
1799.955	9.0912	4.6472	1.2744	0.0000 
1799.955	9.0802	4.9878	1.3293	0.0000 
1799.956	8.9923	5.2515	1.3293	0.0000 
1799.977	8.8989	5.3723	1.5216	0.0000 
1799.997	8.8879	5.3448	1.9830	0.0000 
1800.008	8.9209	5.2515	2.4994	0.0000 
1800.027	8.9264	5.1636	2.7905	0.0000 
1800.047	8.8824	5.1306	2.9114	0.0000 
1800.067	8.7671	5.1251	2.9938	0.0000 
1800.087	8.6243	5.1086	3.1311	0.0000 
1800.175	8.4979	5.1086	3.2794	0.0000 
1800.181	8.4100	5.1251	3.3728	0.0000 
1800.181	8.3276	5.2020	3.3728	0.0000 
1800.181	8.2178	5.3339	3.2959	0.0000 
1800.188	8.1024	5.5042	3.1476	0.0000 
1800.209	7.9761	5.6799	2.9663	0.0000 
1800.229	7.8552	5.8228	2.7960	0.0000 
1800.253	7.7618	5.9546	2.6532	0.0000 
1800.274	7.6794	6.0535	2.5269	0.0000 
1800.349	7.6080	6.1194	2.3785	0.0000 
1800.362	7.5696	6.1469	2.1973	0.0000 
1800.363	7.5641	6.1469	1.9995	0.0000 
1800.363	7.5861	6.1304	1.7743	0.0000 
1800.369	7.6190	6.1139	1.5161	0.0000 
1800.396	7.6794	6.0919	1.2415	0.0000 
1800.414	7.7234	6.0480	0.9778	0.0000 
1800.436	7.7893	6.0150	0.7526	0.0000 
1800.445	7.8662	5.9656	0.6042	0.0000 
1800.465	7.9596	5.8282	0.4395	0.0000 
1800.484	8.0530	5.6635	0.1978	0.0000 
1800.504	8.0420	5.5042	-0.1099	0.0000 
1800.578	8.0365	5.3668	-0.3735	0.0000 
1800.588	8.0365	5.2570	-0.5219	0.0000 
1800.588	8.0914	5.1746	-0.5328	0.0000 
1800.588	8.0804	5.0702	-0.5438	0.0000 
1800.611	7.9706	5.0317	-0.7141	0.0000 
1800.632	7.8607	5.0757	-1.0052	0.0000 
1800.653	7.8113	5.1141	-1.2250	0.0000 
1800.663	7.8113	5.0922	-1.3074	0.0000 
1800.751	7.8278	5.0702	-1.3293	0.0000 
1800.762	7.7783	5.1031	-1.3733	0.0000 
1800.763	7.6685	5.2130	-1.4777	0.0000 
1800.763	7.5586	5.3503	-1.6095	0.0000 
1800.769	7.4597	5.4547	-1.7468	0.0000 
1800.785	7.3663	5.4877	-1.8127	0.0000 
1800.805	7.2620	5.4602	-1.7963	0.0000 
1800.829	7.1301	5.3943	-1.7084	0.0000 
1800.853	7.0038	5.3503	-1.6040	0.0000 
1800.872	6.8994	5.3229	-1.5106	0.0000 
1800.883	6.7786	5.3009	-1.4227	0.0000 
1800.902	6.6632	5.2954	-1.3403	0.0000 
1800.985	6.6357	5.2954	-1.1646	0.0000 
1800.991	6.7072	5.2570	-0.8405	0.0000 
1800.991	6.8610	5.1471	-0.4449	0.0000 
1800.991	6.9873	5.0098	-0.1099	0.0000 
1801.001	7.0587	4.9054	0.1044	0.0000 
1801.021	7.1411	4.8395	0.2856	0.0000 
1801.041	7.3279	4.7736	0.5219	0.0000 
1801.063	7.6959	4.7131	0.9064	0.0000 
1801.086	8.0530	4.6857	1.4172	0.0000 
1801.161	8.3386	4.6802	1.8732	0.0000 
1801.172	8.3990	4.8669	2.0270	0.0000 
1801.172	8.2947	5.1691	1.9885	0.0000 
1801.172	8.2123	5.3558	2.0984	0.0000 
1801.180	8.2233	5.3339	2.4884	0.0000 
1801.202	8.2617	5.1965	2.9608	0.0000 
1801.220	8.2507	5.0592	3.3344	0.0000 
1801.240	8.1738	5.0043	3.4827	0.0000 
1801.260	8.0200	5.0098	3.4772	0.0000 
1801.281	7.8223	5.0317	3.4387	0.0000 
1801.303	7.6794	5.0537	3.4387	0.0000 
1801.392	7.5476	5.0812	3.4607	0.0000 
1801.398	7.4268	5.1471	3.4662	0.0000 
1801.398	7.3059	5.2734	3.4332	0.0000 
1801.398	7.1906	5.4492	3.3453	0.0000 
1801.404	7.0807	5.6030	3.2300	0.0000 
1801.426	6.9543	5.7349	3.0981	0.0000 
1801.447	6.7896	5.8502	2.9388	0.0000 
1801.460	6.6248	5.9436	2.7686	0.0000 
1801.479	6.4874	6.0095	2.5653	0.0000 
1801.566	6.3776	6.0480	2.3016	0.0000 
1801.572	6.3391	6.0590	2.0050	0.0000 
1801.572	6.3611	6.0205	1.7084	0.0000 
1801.572	6.4270	5.9601	1.4172	0.0000 
1801.579	6.5479	5.8612	1.1316	0.0000 
1801.601	6.6687	5.7458	0.8679	0.0000 
1801.621	6.7731	5.5646	0.6757	0.0000 
1801.646	6.9434	5.3339	0.5219	0.0000 
1801.664	7.1301	5.1306	0.3076	0.0000 
1801.688	7.2455	4.9823	0.0494	0.0000 
1801.708	7.3499	4.8779	-0.1154	0.0000 
1801.721	7.4872	4.7461	-0.0879	0.0000 
1801.802	7.5586	4.5868	-0.0220	0.0000 
1801.813	7.5970	4.5154	-0.1044	0.0000 
1801.814	7.6080	4.5758	-0.3735	0.0000 
1801.814	7.6190	4.6692	-0.6537	0.0000 
1801.820	7.6190	4.7736	-0.8569	0.0000 
1801.837	7.6025	4.8944	-0.9833	0.0000 
1801.857	7.5696	5.0317	-1.0657	0.0000 
1801.879	7.5586	5.1691	-1.1646	0.0000 
1801.901	7.5201	5.2844	-1.3074	0.0000 
1801.975	7.4432	5.3558	-1.4557	0.0000 
1801.986	7.3553	5.3778	-1.5656	0.0000 
1801.986	7.2565	5.3558	-1.6095	0.0000 
1801.986	7.1301	5.3009	-1.5765	0.0000 
1801.997	6.9983	5.2515	-1.5326	0.0000 
1802.016	6.8555	5.2405	-1.5216	0.0000 
1802.036	6.7401	5.2515	-1.5326	0.0000 
1802.056	6.7017	5.2515	-1.4832	0.0000 
1802.076	6.7017	5.2240	-1.3513	0.0000 
1802.103	6.7621	5.1855	-1.1646	0.0000 
1802.119	6.8555	5.1361	-0.9393	0.0000 
1802.212	6.9598	5.0977	-0.7306	0.0000 
1802.219	7.0532	5.0757	-0.5768	0.0000 
1802.220	7.0972	5.1031	-0.4614	0.0000 
1802.220	7.1466	5.1526	-0.3296	0.0000 
1802.220	7.2949	5.2020	-0.0494	0.0000 
1802.235	7.4487	5.2240	0.3186	0.0000 
1802.254	7.5696	5.2405	0.6262	0.0000 
1802.274	7.5256	5.3064	0.7745	0.0000 
1802.294	7.3224	5.3668	0.8020	0.0000 
1802.314	7.1466	5.3284	0.9283	0.0000 
1802.388	7.0587	5.1910	1.2579	0.0000 
1802.398	7.0093	5.0043	1.6370	0.0000 
1802.399	6.9159	4.8120	1.8567	0.0000 
1802.399	6.7841	4.7021	1.8732	0.0000 
1802.421	6.6302	4.6747	1.7963	0.0000 
1802.443	6.5314	4.6417	1.8018	0.0000 
1802.454	6.4929	4.5648	1.9226	0.0000 
1802.482	6.5039	4.4934	1.9995	0.0000 
1802.503	6.4655	4.4385	1.9720	0.0000 
1802.519	6.3885	4.4110	1.8677	0.0000 
1802.537	6.3226	4.4110	1.7303	0.0000 
1802.557	6.2842	4.4275	1.5820	0.0000 
1802.618	6.2567	4.4604	1.4282	0.0000 
1802.627	6.2018	4.5319	1.2469	0.0000 
1802.627	6.1359	4.6252	1.0602	0.0000 
1802.633	6.1469	4.7241	0.8624	0.0000 
1802.652	6.2402	4.7791	0.6592	0.0000 
1802.673	6.3776	4.7406	0.4285	0.0000 
1802.694	6.5094	4.6912	0.1538	0.0000 
1802.716	6.6138	4.6802	-0.0934	0.0000 
1802.796	6.7181	4.6582	-0.2692	0.0000 
1802.808	6.8170	4.5978	-0.3900	0.0000 
1802.808	6.9598	4.4879	-0.4669	0.0000 
1802.808	7.0917	4.3781	-0.5658	0.0000 
