StartTime: 2018-11-15 20:11:00.594
Time(s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
2065.256	6.8774	16.2268	-2.3456	0.0000 
2065.256	6.8500	16.2708	-2.2083	0.0000 
2065.256	6.8719	16.2982	-2.0160	0.0000 
2065.263	6.9379	16.3037	-1.8018	0.0000 
2065.283	7.0258	16.3037	-1.5985	0.0000 
2065.303	7.1191	16.3147	-1.4392	0.0000 
2065.324	7.2125	16.3531	-1.3019	0.0000 
2065.343	7.2839	16.3916	-1.1536	0.0000 
2065.424	7.3828	16.4026	-0.9338	0.0000 
2065.435	7.5311	16.4026	-0.6262	0.0000 
2065.435	7.7179	16.4081	-0.3076	0.0000 
2065.435	7.9486	16.4191	-0.0165	0.0000 
2065.442	8.2288	16.5070	0.2472	0.0000 
2065.462	8.4869	16.6608	0.4834	0.0000 
2065.482	8.7396	16.7816	0.7251	0.0000 
2065.502	8.8824	16.8201	0.9833	0.0000 
2065.523	8.9868	16.8146	1.3184	0.0000 
2065.545	9.1077	16.8256	1.6754	0.0000 
2065.566	9.1846	16.8640	1.9446	0.0000 
2065.657	9.1901	16.9409	2.0544	0.0000 
2065.664	9.1406	17.0178	2.0929	0.0000 
2065.664	9.0198	17.0398	2.1313	0.0000 
2065.664	8.8989	17.0068	2.1808	0.0000 
2065.664	8.7781	16.9629	2.1863	0.0000 
2065.689	8.6627	16.9354	2.1039	0.0000 
2065.713	8.5364	16.9299	1.9446	0.0000 
2065.721	8.4265	16.9299	1.7798	0.0000 
2065.740	8.3221	16.9244	1.6370	0.0000 
2065.761	8.2288	16.9189	1.5326	0.0000 
2065.835	8.1628	16.9464	1.4557	0.0000 
2065.845	8.0585	16.9904	1.3733	0.0000 
2065.845	7.9541	17.0728	1.2360	0.0000 
2065.845	7.8662	17.1497	1.0767	0.0000 
2065.869	7.7893	17.1991	0.9393	0.0000 
2065.891	7.7014	17.2595	0.7635	0.0000 
2065.900	7.6135	17.3419	0.5273	0.0000 
2065.920	7.5256	17.4243	0.2307	0.0000 
2065.940	7.5037	17.4847	-0.0494	0.0000 
2066.011	7.5751	17.5287	-0.2692	0.0000 
2066.023	7.7014	17.5946	-0.4504	0.0000 
2066.023	7.8387	17.7155	-0.6372	0.0000 
2066.029	7.9596	17.8198	-0.8350	0.0000 
2066.044	8.0640	17.8033	-1.0327	0.0000 
2066.067	8.1573	17.7209	-1.2524	0.0000 
2066.087	8.1793	17.5507	-1.5271	0.0000 
2066.110	8.2123	17.3254	-1.7303	0.0000 
2066.120	8.3386	17.1057	-1.7468	0.0000 
2066.140	8.4430	16.9244	-1.6699	0.0000 
2066.159	8.4485	16.8311	-1.6479	0.0000 
2066.242	8.4100	16.8475	-1.7303	0.0000 
2066.248	8.3386	16.9244	-1.9116	0.0000 
2066.248	8.1628	17.0123	-2.2247	0.0000 
2066.248	7.8992	17.0508	-2.6367	0.0000 
2066.258	7.5806	17.0013	-3.0048	0.0000 
2066.278	7.2620	16.8475	-3.2355	0.0000 
2066.299	6.9873	16.6333	-3.3289	0.0000 
2066.320	6.7456	16.4465	-3.3508	0.0000 
2066.344	6.5259	16.3312	-3.3673	0.0000 
2066.417	6.3336	16.2653	-3.4222	0.0000 
2066.429	6.1578	16.2488	-3.5266	0.0000 
2066.429	6.0040	16.2708	-3.6804	0.0000 
2066.429	5.8722	16.2982	-3.8397	0.0000 
2066.437	5.7678	16.3092	-3.9935	0.0000 
2066.457	5.6635	16.3257	-4.1364	0.0000 
2066.477	5.5920	16.3312	-4.2188	0.0000 
2066.496	5.5536	16.3422	-4.2517	0.0000 
2066.518	5.5481	16.3696	-4.2517	0.0000 
2066.539	5.5371	16.4136	-4.2407	0.0000 
2066.559	5.5206	16.4960	-4.2242	0.0000 
2066.652	5.5096	16.6003	-4.1583	0.0000 
2066.658	5.5316	16.7157	-4.0320	0.0000 
2066.658	5.5865	16.8256	-3.8617	0.0000 
2066.658	5.6799	16.9299	-3.6694	0.0000 
2066.658	5.8008	17.0288	-3.4717	0.0000 
2066.684	5.9601	17.1222	-3.2410	0.0000 
2066.696	6.1304	17.1661	-2.9608	0.0000 
2066.715	6.3171	17.1606	-2.6642	0.0000 
2066.736	6.5039	17.1167	-2.3511	0.0000 
2066.755	6.6687	17.1167	-2.1204	0.0000 
2066.826	6.8445	17.1716	-1.9666	0.0000 
2066.839	6.9873	17.2650	-1.8457	0.0000 
2066.839	7.1906	17.3090	-1.6425	0.0000 
2066.845	7.3993	17.2870	-1.3129	0.0000 
2066.861	7.5970	17.1936	-0.8405	0.0000 
2066.882	7.7838	17.0563	-0.3076	0.0000 
2066.903	7.8937	17.0123	0.1428	0.0000 
2066.915	7.9541	17.0892	0.4395	0.0000 
2066.934	7.8992	17.2375	0.5713	0.0000 
2066.954	7.7728	17.3859	0.6317	0.0000 
2066.973	7.5861	17.5232	0.6647	0.0000 
2067.062	7.4213	17.6495	0.6702	0.0000 
2067.068	7.2784	17.7374	0.6317	0.0000 
2067.068	7.1521	17.7924	0.5219	0.0000 
2067.068	7.0367	17.8143	0.3406	0.0000 
2067.074	6.9269	17.8363	0.1538	0.0000 
2067.094	6.8170	17.8638	-0.0055	0.0000 
2067.117	6.6852	17.9242	-0.1868	0.0000 
2067.137	6.5588	18.0341	-0.3735	0.0000 
2067.158	6.4105	18.1659	-0.5658	0.0000 
2067.238	6.2457	18.2922	-0.7690	0.0000 
2067.249	6.0809	18.4076	-0.9723	0.0000 
2067.249	5.9381	18.5010	-1.1810	0.0000 
2067.249	5.8063	18.5724	-1.4227	0.0000 
2067.255	5.6964	18.6218	-1.6864	0.0000 
2067.273	5.5975	18.6548	-1.9666	0.0000 
2067.292	5.5261	18.6768	-2.2137	0.0000 
2067.314	5.5096	18.6877	-2.4500	0.0000 
2067.335	5.4987	18.6877	-2.7081	0.0000 
2067.358	5.4767	18.6932	-3.0103	0.0000 
2067.383	5.4437	18.6823	-3.3453	0.0000 
2067.401	5.4108	18.6493	-3.6804	0.0000 
2067.476	5.3613	18.5999	-4.0100	0.0000 
2067.487	5.3229	18.5229	-4.3121	0.0000 
2067.488	5.2954	18.3801	-4.6088	0.0000 
2067.488	5.2734	18.1934	-4.9219	0.0000 
2067.503	5.2350	18.0011	-5.2954	0.0000 
2067.512	5.1746	17.8088	-5.6580	0.0000 
2067.536	5.1196	17.6276	-5.9601	0.0000 
2067.551	5.1196	17.4628	-6.1469	0.0000 
2067.571	5.1471	17.3749	-6.2842	0.0000 
2067.657	5.1965	17.3474	-6.4160	0.0000 
2067.663	5.2075	17.3804	-6.6083	0.0000 
2067.663	5.1526	17.4078	-6.8719	0.0000 
2067.663	5.0372	17.3969	-7.2180	0.0000 
2067.670	4.9658	17.3419	-7.5531	0.0000 
2067.691	4.9384	17.2430	-7.8168	0.0000 
2067.712	4.9438	17.1057	-7.9431	0.0000 
2067.734	4.9658	16.9958	-7.9816	0.0000 
2067.757	5.0098	16.9354	-7.9761	0.0000 
2067.779	5.0372	16.8970	-7.9761	0.0000 
2067.790	5.0702	16.8530	-7.9926	0.0000 
2067.809	5.0702	16.8036	-8.0365	0.0000 
2067.895	5.0702	16.7706	-8.0969	0.0000 
2067.901	5.0482	16.7432	-8.1628	0.0000 
2067.901	4.9988	16.6992	-8.2178	0.0000 
2067.901	4.9438	16.6278	-8.2397	0.0000 
2067.909	4.8944	16.5399	-8.2013	0.0000 
2067.928	4.8560	16.4740	-8.1354	0.0000 
2067.949	4.8450	16.4410	-8.0475	0.0000 
2067.973	4.8395	16.4355	-7.9266	0.0000 
2067.994	4.8450	16.4685	-7.7838	0.0000 
2068.069	4.8560	16.5454	-7.6520	0.0000 
2068.080	4.8615	16.6443	-7.5037	0.0000 
2068.080	4.8999	16.7377	-7.3279	0.0000 
2068.080	4.9548	16.8311	-7.1631	0.0000 
2068.088	5.0208	16.9189	-7.0038	0.0000 
2068.107	5.1086	16.9904	-6.8445	0.0000 
2068.127	5.1965	17.0508	-6.6907	0.0000 
2068.147	5.2844	17.1112	-6.5479	0.0000 
2068.167	5.3833	17.1826	-6.3885	0.0000 
2068.191	5.5151	17.2595	-6.1688	0.0000 
2068.211	5.6689	17.3309	-5.8997	0.0000 
2068.302	5.7843	17.4078	-5.6415	0.0000 
2068.308	5.9491	17.5616	-5.4163	0.0000 
2068.308	6.0864	17.8473	-5.2899	0.0000 
2068.308	6.1963	18.1549	-5.2350	0.0000 
2068.308	6.2292	18.3746	-5.1581	0.0000 
2068.333	6.2512	18.4241	-4.8560	0.0000 
2068.356	6.2897	18.4021	-4.4110	0.0000 
2068.367	6.2952	18.4241	-4.0375	0.0000 
2068.386	6.2512	18.5065	-3.8177	0.0000 
2068.406	6.1688	18.6273	-3.7354	0.0000 
2068.486	6.0590	18.7537	-3.7354	0.0000 
2068.487	5.9601	18.8470	-3.7299	0.0000 
2068.487	5.9601	18.9020	-3.6639	0.0000 
2068.493	6.0205	18.9240	-3.5925	0.0000 
2068.510	6.1084	18.9624	-3.6035	0.0000 
2068.531	6.1743	19.0393	-3.7024	0.0000 
2068.551	6.1853	19.1437	-3.8562	0.0000 
2068.575	6.1578	19.2645	-4.0155	0.0000 
2068.653	6.1084	19.3909	-4.1473	0.0000 
2068.664	6.0205	19.5007	-4.2737	0.0000 
2068.664	5.9216	19.6051	-4.4000	0.0000 
2068.665	5.8118	19.7040	-4.5428	0.0000 
2068.671	5.7074	19.7699	-4.7131	0.0000 
2068.687	5.6140	19.7974	-4.9054	0.0000 
2068.711	5.5316	19.7919	-5.1251	0.0000 
2068.729	5.4712	19.7424	-5.3558	0.0000 
2068.752	5.4327	19.6655	-5.5756	0.0000 
2068.773	5.4327	19.5667	-5.7678	0.0000 
2068.796	5.4547	19.4403	-5.9216	0.0000 
2068.804	5.4492	19.3140	-6.0864	0.0000 
2068.886	5.4492	19.2206	-6.2677	0.0000 
2068.893	5.3943	19.1327	-6.4984	0.0000 
2068.893	5.2679	19.0173	-6.7566	0.0000 
2068.893	5.1636	18.9020	-7.0422	0.0000 
2068.904	5.0702	18.7646	-7.3553	0.0000 
2068.923	5.0757	18.6108	-7.5641	0.0000 
2068.943	5.1855	18.5449	-7.7179	0.0000 
2068.963	5.2789	18.5559	-7.8552	0.0000 
2068.985	5.2954	18.6108	-8.0035	0.0000 
2069.062	5.2020	18.6438	-8.2178	0.0000 
2069.073	5.1306	18.6328	-8.4485	0.0000 
2069.073	5.0757	18.5944	-8.7067	0.0000 
2069.073	4.9933	18.5175	-8.9648	0.0000 
2069.082	4.9054	18.4131	-9.1461	0.0000 
2069.102	4.8120	18.3252	-9.2120	0.0000 
2069.122	4.7131	18.2813	-9.2120	0.0000 
2069.142	4.5813	18.2483	-9.1956	0.0000 
2069.162	4.4495	18.1989	-9.1901	0.0000 
2069.182	4.3781	18.1604	-9.2285	0.0000 
2069.203	4.3286	18.1110	-9.2999	0.0000 
2069.301	4.2517	18.0450	-9.3878	0.0000 
2069.301	4.1473	17.9736	-9.4702	0.0000 
2069.301	4.0649	17.8857	-9.4867	0.0000 
2069.301	3.9825	17.7814	-9.4373	0.0000 
2069.307	3.9276	17.6825	-9.3384	0.0000 
2069.327	3.8837	17.6001	-9.2010	0.0000 
2069.349	3.8342	17.5452	-9.0582	0.0000 
2069.369	3.7903	17.5232	-8.8879	0.0000 
2069.381	3.7903	17.5287	-8.6627	0.0000 
2069.471	3.8123	17.5397	-8.4210	0.0000 
2069.482	3.8782	17.5562	-8.1628	0.0000 
2069.482	3.9935	17.5726	-7.9047	0.0000 
2069.482	4.1199	17.5891	-7.6630	0.0000 
2069.488	4.2407	17.6221	-7.4597	0.0000 
2069.506	4.3561	17.6935	-7.2729	0.0000 
2069.525	4.4769	17.8143	-7.1027	0.0000 
2069.546	4.6088	17.9517	-6.8939	0.0000 
2069.568	4.7571	18.0890	-6.6028	0.0000 
2069.580	4.8505	18.2208	-6.3391	0.0000 
2069.599	4.9933	18.3801	-6.1139	0.0000 
2069.619	5.0922	18.6493	-6.0150	0.0000 
2069.702	5.0647	18.9404	-6.1084	0.0000 
2069.709	5.0427	19.1602	-6.2512	0.0000 
2069.709	5.0208	19.1876	-6.1908	0.0000 
2069.709	5.0812	19.1107	-5.8502	0.0000 
2069.718	5.1910	19.0558	-5.4382	0.0000 
2069.738	5.2185	19.0723	-5.1746	0.0000 
2069.758	5.1746	19.1437	-5.1086	0.0000 
2069.778	5.1031	19.2755	-5.1526	0.0000 
2069.801	5.0372	19.4073	-5.1581	0.0000 
2069.875	5.0757	19.4568	-4.9878	0.0000 
2069.886	5.2020	19.4238	-4.7516	0.0000 
2069.886	5.3229	19.3799	-4.6582	0.0000 
2069.886	5.3998	19.3744	-4.7516	0.0000 
2069.907	5.4108	19.4073	-4.9603	0.0000 
2069.918	5.3833	19.4513	-5.1746	0.0000 
2069.937	5.2954	19.5172	-5.3668	0.0000 
2069.958	5.2185	19.6106	-5.5371	0.0000 
2069.977	5.1416	19.6820	-5.6689	0.0000 
2069.996	5.0372	19.7260	-5.8228	0.0000 
2070.018	4.9164	19.7699	-6.0590	0.0000 
2070.107	4.8395	19.8029	-6.3171	0.0000 
2070.113	4.8120	19.7919	-6.5588	0.0000 
2070.113	4.8120	19.7534	-6.8060	0.0000 
2070.113	4.8560	19.7260	-7.0532	0.0000 
2070.119	4.9438	19.6930	-7.2620	0.0000 
2070.139	5.0647	19.6490	-7.4048	0.0000 
2070.161	5.1855	19.6106	-7.5311	0.0000 
2070.185	5.3174	19.5831	-7.6355	0.0000 
2070.206	5.4327	19.5447	-7.7399	0.0000 
2070.282	5.5371	19.4458	-7.8662	0.0000 
2070.293	5.6470	19.3085	-8.0365	0.0000 
2070.293	5.7623	19.1437	-8.2507	0.0000 
2070.293	5.8557	18.9679	-8.4760	0.0000 
2070.300	5.9546	18.7921	-8.6792	0.0000 
2070.316	6.1359	18.6768	-8.7781	0.0000 
2070.344	6.3226	18.5834	-8.8000	0.0000 
2070.360	6.4215	18.5065	-8.8330	0.0000 
2070.382	6.3831	18.4241	-8.9868	0.0000 
2070.403	6.3171	18.3417	-9.2175	0.0000 
2070.425	6.2677	18.2867	-9.4592	0.0000 
2070.436	6.2457	18.2208	-9.6240	0.0000 
2070.515	6.2292	18.1274	-9.6735	0.0000 
2070.526	6.2292	18.0615	-9.6515	0.0000 
2070.526	6.2402	18.0835	-9.5966	0.0000 
2070.526	6.2567	18.1219	-9.5581	0.0000 
2070.534	6.2897	18.1659	-9.5197	0.0000 
2070.555	6.3226	18.1879	-9.4702	0.0000 
2070.574	6.3171	18.1824	-9.4043	0.0000 
2070.594	6.2732	18.1769	-9.3658	0.0000 
2070.614	6.2238	18.1659	-9.3329	0.0000 
2070.690	6.1469	18.1659	-9.3054	0.0000 
2070.700	6.0480	18.1604	-9.2615	0.0000 
2070.700	5.9326	18.1439	-9.1846	0.0000 
2070.700	5.8063	18.1219	-9.0802	0.0000 
2070.723	5.6964	18.1055	-8.9429	0.0000 
2070.735	5.6415	18.0890	-8.7506	0.0000 
2070.754	5.6415	18.0615	-8.4760	0.0000 
2070.773	5.7184	18.0231	-8.1134	0.0000 
2070.792	5.8722	17.9626	-7.7124	0.0000 
2070.812	6.0370	17.8967	-7.3279	0.0000 
2070.833	6.1798	17.8473	-7.0367	0.0000 
2070.923	6.3336	17.8198	-6.8060	0.0000 
2070.929	6.5094	17.8033	-6.5808	0.0000 
2070.929	6.7291	17.7649	-6.2952	0.0000 
2070.929	6.9818	17.7484	-5.9106	0.0000 
2070.935	7.2345	17.7539	-5.5316	0.0000 
2070.956	7.4103	17.8198	-5.2954	0.0000 
2070.979	7.5916	17.9462	-5.1910	0.0000 
2071.001	7.7289	18.1714	-5.2130	0.0000 
2071.012	7.8662	18.3746	-5.2295	0.0000 
2071.100	7.9706	18.4021	-5.0482	0.0000 
2071.111	8.0035	18.2813	-4.6747	0.0000 
2071.111	8.0365	18.1549	-4.2517	0.0000 
2071.111	8.0750	18.1384	-3.9606	0.0000 
2071.117	8.0475	18.2043	-3.8562	0.0000 
2071.143	7.9541	18.2867	-3.8397	0.0000 
2071.156	7.8058	18.3636	-3.8562	0.0000 
2071.176	7.6520	18.3856	-3.8397	0.0000 
2071.198	7.5531	18.3527	-3.8013	0.0000 
2071.219	7.5311	18.2922	-3.7848	0.0000 
2071.231	7.5531	18.2703	-3.8507	0.0000 
2071.250	7.5531	18.2922	-3.9771	0.0000 
2071.333	7.4652	18.3746	-4.1583	0.0000 
2071.339	7.3114	18.5065	-4.3616	0.0000 
2071.339	7.1191	18.6548	-4.5264	0.0000 
2071.339	6.9708	18.7976	-4.6417	0.0000 
2071.349	6.8610	18.9075	-4.7516	0.0000 
2071.369	6.7566	19.0118	-4.9274	0.0000 
2071.389	6.6467	19.0778	-5.1636	0.0000 
2071.409	6.5204	19.1107	-5.4163	0.0000 
2071.432	6.4270	19.1217	-5.6525	0.0000 
2071.509	6.3721	19.1162	-5.8612	0.0000 
2071.521	6.3281	19.1162	-6.0480	0.0000 
2071.521	6.2952	19.1217	-6.2347	0.0000 
2071.521	6.2567	19.1272	-6.4270	0.0000 
2071.529	6.1908	19.1272	-6.6412	0.0000 
2071.549	6.1139	19.1437	-6.8939	0.0000 
2071.569	6.0535	19.1492	-7.1576	0.0000 
2071.589	5.9930	19.0997	-7.4213	0.0000 
2071.610	5.9381	19.0009	-7.6904	0.0000 
2071.632	5.8942	18.8251	-7.9816	0.0000 
2071.656	5.8557	18.6218	-8.3112	0.0000 
2071.746	5.8228	18.3856	-8.6572	0.0000 
2071.752	5.7733	18.1165	-8.9594	0.0000 
2071.752	5.7843	17.8418	-9.1681	0.0000 
2071.752	5.8722	17.6495	-9.2780	0.0000 
2071.752	5.8997	17.5067	-9.3494	0.0000 
2071.768	5.7623	17.3969	-9.4977	0.0000 
2071.787	5.5591	17.3145	-9.7504	0.0000 
2071.807	5.4053	17.2375	-10.0085	0.0000 
2071.827	5.2899	17.1387	-10.2008	0.0000 
